date,shift,machine_id,planned_time_min,downtime_min,units_produced,units_rejected,ideal_cycle_time_sec
2025-01-06,Mañana,M-03,480,12,58077,972,0.45
2025-01-06,Tarde,M-03,480,0,52949,918,0.45
2025-01-06,Noche,M-03,480,7,52488,1920,0.45
2025-01-06,Mañana,M-04,480,34,97334,1685,0.25
2025-01-06,Tarde,M-04,480,28,99270,1644,0.25
2025-01-06,Noche,M-04,480,85,83735,1142,0.25
2025-01-06,Mañana,M-05,480,0,74530,1932,0.35
2025-01-06,Tarde,M-05,480,44,69380,1968,0.35
2025-01-06,Noche,M-05,480,62,61918,1500,0.35
2025-01-07,Mañana,M-01,480,0,84448,2459,0.3
2025-01-07,Tarde,M-01,480,111,61513,1142,0.3
2025-01-07,Noche,M-01,480,0,78460,2056,0.3
2025-01-07,Mañana,M-02,480,0,84264,2596,0.3
2025-01-07,Tarde,M-02,480,101,66165,1072,0.3
2025-01-07,Noche,M-02,480,94,68433,724,0.3
2025-01-07,Mañana,M-03,480,164,40128,1549,0.45
2025-01-07,Tarde,M-03,480,22,56035,2069,0.45
2025-01-07,Noche,M-03,480,77,42191,847,0.45
2025-01-07,Mañana,M-04,480,25,103833,3902,0.25
2025-01-07,Tarde,M-04,480,153,65946,1572,0.25
2025-01-07,Noche,M-04,480,0,94907,1551,0.25
2025-01-07,Mañana,M-05,480,0,77459,1655,0.35
2025-01-07,Tarde,M-05,480,33,63353,1658,0.35
2025-01-07,Noche,M-05,480,89,57014,978,0.35
2025-01-08,Mañana,M-01,480,42,79348,1403,0.3
2025-01-08,Tarde,M-01,480,0,85922,3343,0.3
2025-01-08,Noche,M-01,480,23,77314,2927,0.3
2025-01-08,Mañana,M-02,480,68,73962,2326,0.3
2025-01-08,Tarde,M-02,480,0,86869,2503,0.3
2025-01-08,Noche,M-02,480,0,83259,2956,0.3
2025-01-08,Mañana,M-03,480,87,49461,1009,0.45
2025-01-08,Tarde,M-03,480,36,53272,552,0.45
2025-01-08,Noche,M-03,480,33,52929,1538,0.45
2025-01-08,Mañana,M-04,480,118,83913,1519,0.25
2025-01-08,Tarde,M-04,480,78,86201,1695,0.25
2025-01-08,Noche,M-04,480,0,101972,1873,0.25
2025-01-08,Mañana,M-05,480,23,72329,1545,0.35
2025-01-08,Tarde,M-05,480,0,75995,1174,0.35
2025-01-08,Noche,M-05,480,0,71595,1446,0.35
2025-01-09,Mañana,M-01,480,70,79028,993,0.3
2025-01-09,Tarde,M-01,480,119,64957,1606,0.3
2025-01-09,Noche,M-01,480,70,66896,1836,0.3
2025-01-09,Mañana,M-02,480,33,86681,2298,0.3
2025-01-09,Tarde,M-02,480,0,84222,1616,0.3
2025-01-09,Noche,M-02,480,0,82716,1610,0.3
2025-01-09,Mañana,M-03,480,91,45807,1268,0.45
2025-01-09,Tarde,M-03,480,30,51058,785,0.45
2025-01-09,Noche,M-03,480,0,53821,981,0.45
2025-01-09,Mañana,M-04,480,166,64983,673,0.25
2025-01-09,Tarde,M-04,480,0,101401,2050,0.25
2025-01-09,Noche,M-04,480,121,72865,2229,0.25
2025-01-09,Mañana,M-05,480,0,77952,2999,0.35
2025-01-09,Tarde,M-05,480,0,70221,1877,0.35
2025-01-09,Noche,M-05,480,49,59619,1530,0.35
2025-01-10,Mañana,M-01,480,38,85642,1641,0.3
2025-01-10,Tarde,M-01,480,57,70729,2325,0.3
2025-01-10,Noche,M-01,480,25,72739,1106,0.3
2025-01-10,Mañana,M-02,480,0,81630,1919,0.3
2025-01-10,Tarde,M-02,480,44,74820,1382,0.3
2025-01-10,Noche,M-02,480,164,54943,1521,0.3
2025-01-10,Mañana,M-03,480,69,47559,854,0.45
2025-01-10,Tarde,M-03,480,0,53212,1797,0.45
2025-01-10,Noche,M-03,480,14,51600,1241,0.45
2025-01-10,Mañana,M-04,480,0,103484,1880,0.25
2025-01-10,Tarde,M-04,480,39,87756,2014,0.25
2025-01-10,Noche,M-04,480,0,93270,1188,0.25
2025-01-10,Mañana,M-05,480,47,68227,2244,0.35
2025-01-10,Tarde,M-05,480,0,72815,1694,0.35
2025-01-10,Noche,M-05,480,0,73404,1693,0.35
2025-01-11,Mañana,M-01,480,55,75524,992,0.3
2025-01-11,Tarde,M-01,480,0,83751,2082,0.3
2025-01-11,Noche,M-01,480,44,73486,1737,0.3
2025-01-11,Mañana,M-02,480,0,85324,3336,0.3
2025-01-11,Tarde,M-02,480,20,82896,2178,0.3
2025-01-11,Noche,M-02,480,61,71291,1779,0.3
2025-01-11,Mañana,M-03,480,49,52634,1991,0.45
2025-01-11,Tarde,M-03,480,17,51106,1476,0.45
2025-01-11,Noche,M-03,480,74,44770,749,0.45
2025-01-11,Mañana,M-04,480,49,94110,2964,0.25
2025-01-11,Tarde,M-04,480,76,91006,1575,0.25
2025-01-11,Noche,M-04,480,39,88705,3227,0.25
2025-01-11,Mañana,M-05,480,113,57310,1983,0.35
2025-01-11,Tarde,M-05,480,0,70704,1952,0.35
2025-01-11,Noche,M-05,480,113,52361,1029,0.35
2025-01-12,Mañana,M-01,480,0,89635,2433,0.3
2025-01-12,Tarde,M-01,480,0,87818,993,0.3
2025-01-12,Noche,M-01,480,75,70427,2081,0.3
2025-01-12,Mañana,M-02,480,0,92714,1278,0.3
2025-01-12,Tarde,M-02,480,172,50899,729,0.3
2025-01-12,Noche,M-02,480,40,72105,2219,0.3
2025-01-12,Mañana,M-03,480,174,39351,1133,0.45
2025-01-12,Tarde,M-03,480,111,46277,1499,0.45
2025-01-12,Noche,M-03,480,27,50191,1546,0.45
2025-01-12,Mañana,M-04,480,84,85695,1484,0.25
2025-01-12,Tarde,M-04,480,0,104124,1603,0.25
2025-01-12,Noche,M-04,480,0,97837,2101,0.25
2025-01-12,Mañana,M-05,480,112,58451,1390,0.35
2025-01-12,Tarde,M-05,480,79,63889,1937,0.35
2025-01-12,Noche,M-05,480,0,68360,1392,0.35
2025-01-13,Mañana,M-01,480,37,82649,1959,0.3
2025-01-13,Tarde,M-01,480,0,90319,3215,0.3
2025-01-13,Noche,M-01,480,0,79113,1643,0.3
2025-01-13,Mañana,M-02,480,0,89655,955,0.3
2025-01-13,Tarde,M-02,480,73,74488,2920,0.3
2025-01-13,Noche,M-02,480,58,68041,1068,0.3
2025-01-13,Mañana,M-03,480,0,60202,1988,0.45
2025-01-13,Tarde,M-03,480,129,38801,1305,0.45
2025-01-13,Noche,M-03,480,0,52625,733,0.45
2025-01-13,Mañana,M-04,480,80,87715,3280,0.25
2025-01-13,Tarde,M-04,480,95,84213,1697,0.25
2025-01-13,Noche,M-04,480,0,102332,1455,0.25
2025-01-13,Mañana,M-05,480,174,46891,1581,0.35
2025-01-13,Tarde,M-05,480,0,72983,1725,0.35
2025-01-13,Noche,M-05,480,47,61169,1783,0.35
2025-01-14,Mañana,M-01,480,0,89374,2157,0.3
2025-01-14,Tarde,M-01,480,20,85655,1425,0.3
2025-01-14,Noche,M-01,480,0,83803,3124,0.3
2025-01-14,Mañana,M-02,480,0,86303,1224,0.3
2025-01-14,Tarde,M-02,480,117,63143,1334,0.3
2025-01-14,Noche,M-02,480,123,60997,2135,0.3
2025-01-14,Mañana,M-03,480,18,52601,1110,0.45
2025-01-14,Tarde,M-03,480,21,51167,1564,0.45
2025-01-14,Noche,M-03,480,16,48793,891,0.45
2025-01-14,Mañana,M-04,480,114,84900,977,0.25
2025-01-14,Tarde,M-04,480,0,108241,3637,0.25
2025-01-14,Noche,M-04,480,0,100640,2679,0.25
2025-01-14,Mañana,M-05,480,12,71357,1029,0.35
2025-01-14,Tarde,M-05,480,54,65831,709,0.35
2025-01-14,Noche,M-05,480,0,71523,1225,0.35
2025-01-15,Mañana,M-01,480,0,83607,967,0.3
2025-01-15,Tarde,M-01,480,115,66799,1696,0.3
2025-01-15,Noche,M-01,480,0,80411,3084,0.3
2025-01-15,Mañana,M-02,480,0,90622,3263,0.3
2025-01-15,Tarde,M-02,480,20,76505,1864,0.3
2025-01-15,Noche,M-02,480,41,75564,1761,0.3
2025-01-15,Mañana,M-03,480,121,43836,866,0.45
2025-01-15,Tarde,M-03,480,199,34719,921,0.45
2025-01-15,Noche,M-03,480,61,46146,1471,0.45
2025-01-15,Mañana,M-04,480,0,102240,1804,0.25
2025-01-15,Tarde,M-04,480,92,84848,1797,0.25
2025-01-15,Noche,M-04,480,0,90849,3515,0.25
2025-01-15,Mañana,M-05,480,36,67926,2035,0.35
2025-01-15,Tarde,M-05,480,163,48603,998,0.35
2025-01-15,Noche,M-05,480,76,55873,740,0.35
2025-01-16,Mañana,M-01,480,87,74423,2631,0.3
2025-01-16,Tarde,M-01,480,118,59937,1090,0.3
2025-01-16,Noche,M-01,480,97,64690,1424,0.3
2025-01-16,Mañana,M-02,480,0,88894,970,0.3
2025-01-16,Tarde,M-02,480,93,67150,2125,0.3
2025-01-16,Noche,M-02,480,54,68107,1943,0.3
2025-01-16,Mañana,M-03,480,103,45225,744,0.45
2025-01-16,Tarde,M-03,480,23,52248,1585,0.45
2025-01-16,Noche,M-03,480,12,50315,1989,0.45
2025-01-16,Mañana,M-04,480,0,100745,3864,0.25
2025-01-16,Tarde,M-04,480,34,94451,2164,0.25
2025-01-16,Noche,M-04,480,0,96859,1637,0.25
2025-01-16,Mañana,M-05,480,32,65944,2364,0.35
2025-01-16,Tarde,M-05,480,0,68024,2560,0.35
2025-01-16,Noche,M-05,480,86,55933,752,0.35
2025-01-17,Mañana,M-01,480,0,85341,2904,0.3
2025-01-17,Tarde,M-01,480,16,77465,2737,0.3
2025-01-17,Noche,M-01,480,0,81313,2091,0.3
2025-01-17,Mañana,M-02,480,30,78892,2632,0.3
2025-01-17,Tarde,M-02,480,0,86227,2234,0.3
2025-01-17,Noche,M-02,480,0,83298,1710,0.3
2025-01-17,Mañana,M-03,480,89,48081,1577,0.45
2025-01-17,Tarde,M-03,480,116,44308,1039,0.45
2025-01-17,Noche,M-03,480,165,34309,795,0.45
2025-01-17,Mañana,M-04,480,60,89002,1040,0.25
2025-01-17,Tarde,M-04,480,34,88723,1868,0.25
2025-01-17,Noche,M-04,480,0,98285,3864,0.25
2025-01-17,Mañana,M-05,480,0,75808,1632,0.35
2025-01-17,Tarde,M-05,480,11,70498,2417,0.35
2025-01-17,Noche,M-05,480,35,63877,2474,0.35
2025-01-18,Mañana,M-01,480,15,90013,1127,0.3
2025-01-18,Tarde,M-01,480,71,76879,1977,0.3
2025-01-18,Noche,M-01,480,29,74394,2472,0.3
2025-01-18,Mañana,M-02,480,57,72579,931,0.3
2025-01-18,Tarde,M-02,480,34,77006,2116,0.3
2025-01-18,Noche,M-02,480,0,78779,3074,0.3
2025-01-18,Mañana,M-03,480,54,50390,1073,0.45
2025-01-18,Tarde,M-03,480,90,45951,484,0.45
2025-01-18,Noche,M-03,480,20,54379,1337,0.45
2025-01-18,Mañana,M-04,480,0,99821,1229,0.25
2025-01-18,Tarde,M-04,480,105,74600,1499,0.25
2025-01-18,Noche,M-04,480,101,79479,2633,0.25
2025-01-18,Mañana,M-05,480,132,55550,951,0.35
2025-01-18,Tarde,M-05,480,72,59572,1023,0.35
2025-01-18,Noche,M-05,480,68,61231,2041,0.35
2025-01-19,Mañana,M-01,480,25,86270,2936,0.3
2025-01-19,Tarde,M-01,480,0,81945,2395,0.3
2025-01-19,Noche,M-01,480,59,73756,1368,0.3
2025-01-19,Mañana,M-02,480,150,56826,2120,0.3
2025-01-19,Tarde,M-02,480,55,75049,1281,0.3
2025-01-19,Noche,M-02,480,92,61862,1151,0.3
2025-01-19,Mañana,M-03,480,38,53265,541,0.45
2025-01-19,Tarde,M-03,480,0,54674,1916,0.45
2025-01-19,Noche,M-03,480,43,48287,1607,0.45
2025-01-19,Mañana,M-04,480,0,99604,1708,0.25
2025-01-19,Tarde,M-04,480,14,93655,3479,0.25
2025-01-19,Noche,M-04,480,80,81166,2561,0.25
2025-01-19,Mañana,M-05,480,0,69958,1440,0.35
2025-01-19,Tarde,M-05,480,25,69063,1437,0.35
2025-01-19,Noche,M-05,480,85,53278,1151,0.35
2025-01-20,Mañana,M-01,480,0,90209,1868,0.3
2025-01-20,Tarde,M-01,480,0,81846,2431,0.3
2025-01-20,Noche,M-01,480,0,81239,2656,0.3
2025-01-20,Mañana,M-02,480,0,85658,1726,0.3
2025-01-20,Tarde,M-02,480,19,86545,2107,0.3
2025-01-20,Noche,M-02,480,0,76501,2408,0.3
2025-01-20,Mañana,M-03,480,140,43610,1110,0.45
2025-01-20,Tarde,M-03,480,150,37677,1280,0.45
2025-01-20,Noche,M-03,480,34,52376,1131,0.45
2025-01-20,Mañana,M-04,480,125,73264,1665,0.25
2025-01-20,Tarde,M-04,480,10,100165,1966,0.25
2025-01-20,Noche,M-04,480,0,98492,1890,0.25
2025-01-20,Mañana,M-05,480,42,67822,1587,0.35
2025-01-20,Tarde,M-05,480,111,56864,1918,0.35
2025-01-20,Noche,M-05,480,0,70444,1562,0.35
2025-01-21,Mañana,M-01,480,10,90647,1294,0.3
2025-01-21,Tarde,M-01,480,6,79555,1358,0.3
2025-01-21,Noche,M-01,480,38,69444,1014,0.3
2025-01-21,Mañana,M-02,480,34,83988,2285,0.3
2025-01-21,Tarde,M-02,480,40,75410,2927,0.3
2025-01-21,Noche,M-02,480,0,77043,1967,0.3
2025-01-21,Mañana,M-03,480,85,49152,1964,0.45
2025-01-21,Tarde,M-03,480,0,53779,657,0.45
2025-01-21,Noche,M-03,480,0,55088,2198,0.45
2025-01-21,Mañana,M-04,480,75,83377,2189,0.25
2025-01-21,Tarde,M-04,480,165,67943,2297,0.25
2025-01-21,Noche,M-04,480,40,91813,1570,0.25
2025-01-21,Mañana,M-05,480,38,67760,2311,0.35
2025-01-21,Tarde,M-05,480,15,66334,1455,0.35
2025-01-21,Noche,M-05,480,56,57432,2249,0.35
2025-01-22,Mañana,M-01,480,41,80080,1109,0.3
2025-01-22,Tarde,M-01,480,78,70338,2625,0.3
2025-01-22,Noche,M-01,480,0,76387,1114,0.3
2025-01-22,Mañana,M-02,480,0,85317,2668,0.3
2025-01-22,Tarde,M-02,480,0,89666,3303,0.3
2025-01-22,Noche,M-02,480,138,58128,744,0.3
2025-01-22,Mañana,M-03,480,105,47555,1279,0.45
2025-01-22,Tarde,M-03,480,48,49265,804,0.45
2025-01-22,Noche,M-03,480,11,52339,1508,0.45
2025-01-22,Mañana,M-04,480,0,111144,2721,0.25
2025-01-22,Tarde,M-04,480,71,81617,1892,0.25
2025-01-22,Noche,M-04,480,33,87595,2763,0.25
2025-01-22,Mañana,M-05,480,133,54238,715,0.35
2025-01-22,Tarde,M-05,480,0,69018,1621,0.35
2025-01-22,Noche,M-05,480,0,64807,2486,0.35
2025-01-23,Mañana,M-01,480,48,80916,1269,0.3
2025-01-23,Tarde,M-01,480,0,90281,2167,0.3
2025-01-23,Noche,M-01,480,48,71926,1238,0.3
2025-01-23,Mañana,M-02,480,51,78025,2845,0.3
2025-01-23,Tarde,M-02,480,37,73135,967,0.3
2025-01-23,Noche,M-02,480,0,77874,1633,0.3
2025-01-23,Mañana,M-03,480,21,56208,890,0.45
2025-01-23,Tarde,M-03,480,79,46886,1242,0.45
2025-01-23,Noche,M-03,480,76,44466,1505,0.45
2025-01-23,Mañana,M-04,480,0,110900,3620,0.25
2025-01-23,Tarde,M-04,480,0,101809,2545,0.25
2025-01-23,Noche,M-04,480,0,91829,1835,0.25
2025-01-23,Mañana,M-05,480,39,72362,1027,0.35
2025-01-23,Tarde,M-05,480,88,61885,1607,0.35
2025-01-23,Noche,M-05,480,58,57447,1292,0.35
2025-01-24,Mañana,M-01,480,0,91953,3325,0.3
2025-01-24,Tarde,M-01,480,26,85085,2849,0.3
2025-01-24,Noche,M-01,480,132,55737,1609,0.3
2025-01-24,Mañana,M-02,480,9,89358,1542,0.3
2025-01-24,Tarde,M-02,480,22,75726,1469,0.3
2025-01-24,Noche,M-02,480,0,82390,1838,0.3
2025-01-24,Mañana,M-03,480,169,35933,582,0.45
2025-01-24,Tarde,M-03,480,43,50596,1958,0.45
2025-01-24,Noche,M-03,480,37,48500,1608,0.45
2025-01-24,Mañana,M-04,480,130,73338,1275,0.25
2025-01-24,Tarde,M-04,480,53,93693,2918,0.25
2025-01-24,Noche,M-04,480,35,87630,3330,0.25
2025-01-24,Mañana,M-05,480,74,62331,2456,0.35
2025-01-24,Tarde,M-05,480,65,66568,823,0.35
2025-01-24,Noche,M-05,480,96,58258,1799,0.35
2025-01-25,Mañana,M-01,480,0,88692,2448,0.3
2025-01-25,Tarde,M-01,480,0,86636,2246,0.3
2025-01-25,Noche,M-01,480,67,67605,1634,0.3
2025-01-25,Mañana,M-02,480,85,76420,1126,0.3
2025-01-25,Tarde,M-02,480,80,70406,1125,0.3
2025-01-25,Noche,M-02,480,90,65604,2079,0.3
2025-01-25,Mañana,M-03,480,78,51973,1138,0.45
2025-01-25,Tarde,M-03,480,19,56952,585,0.45
2025-01-25,Noche,M-03,480,57,45876,1820,0.45
2025-01-25,Mañana,M-04,480,24,104200,2505,0.25
2025-01-25,Tarde,M-04,480,0,96492,1435,0.25
2025-01-25,Noche,M-04,480,38,83119,1671,0.25
2025-01-25,Mañana,M-05,480,0,76602,1209,0.35
2025-01-25,Tarde,M-05,480,35,70240,1788,0.35
2025-01-25,Noche,M-05,480,0,70427,1094,0.35
2025-01-26,Mañana,M-01,480,0,85327,1488,0.3
2025-01-26,Tarde,M-01,480,0,81783,2667,0.3
2025-01-26,Noche,M-01,480,123,57697,1732,0.3
2025-01-26,Mañana,M-02,480,79,77053,2822,0.3
2025-01-26,Tarde,M-02,480,107,64699,1075,0.3
2025-01-26,Noche,M-02,480,100,64040,1544,0.3
2025-01-26,Mañana,M-03,480,23,57364,1744,0.45
2025-01-26,Tarde,M-03,480,21,53641,1668,0.45
2025-01-26,Noche,M-03,480,0,54034,640,0.45
2025-01-26,Mañana,M-04,480,38,96999,1448,0.25
2025-01-26,Tarde,M-04,480,130,74037,2736,0.25
2025-01-26,Noche,M-04,480,31,90374,2142,0.25
2025-01-26,Mañana,M-05,480,0,74508,2548,0.35
2025-01-26,Tarde,M-05,480,43,62403,1417,0.35
2025-01-26,Noche,M-05,480,33,68266,1649,0.35
2025-01-27,Mañana,M-01,480,0,83673,1176,0.3
2025-01-27,Tarde,M-01,480,36,77086,2832,0.3
2025-01-27,Noche,M-01,480,68,67854,2068,0.3
2025-01-27,Mañana,M-02,480,40,83884,1137,0.3
2025-01-27,Tarde,M-02,480,72,73676,1940,0.3
2025-01-27,Noche,M-02,480,12,77955,1142,0.3
2025-01-27,Mañana,M-03,480,0,61121,2014,0.45
2025-01-27,Tarde,M-03,480,0,57686,1641,0.45
2025-01-27,Noche,M-03,480,115,41269,1283,0.45
2025-01-27,Mañana,M-04,480,0,108157,2386,0.25
2025-01-27,Tarde,M-04,480,0,97895,3515,0.25
2025-01-27,Noche,M-04,480,0,96494,1802,0.25
2025-01-27,Mañana,M-05,480,74,64776,1270,0.35
2025-01-27,Tarde,M-05,480,0,69216,2063,0.35
2025-01-27,Noche,M-05,480,0,67077,793,0.35
2025-01-28,Mañana,M-01,480,92,75013,2869,0.3
2025-01-28,Tarde,M-01,480,15,84216,1873,0.3
2025-01-28,Noche,M-01,480,0,77020,2013,0.3
2025-01-28,Mañana,M-02,480,0,84195,3007,0.3
2025-01-28,Tarde,M-02,480,0,84326,989,0.3
2025-01-28,Noche,M-02,480,36,70756,1223,0.3
2025-01-28,Mañana,M-03,480,0,59366,2236,0.45
2025-01-28,Tarde,M-03,480,102,45506,1278,0.45
2025-01-28,Noche,M-03,480,135,37074,603,0.45
2025-01-28,Mañana,M-04,480,72,92008,3002,0.25
2025-01-28,Tarde,M-04,480,159,66057,1584,0.25
2025-01-28,Noche,M-04,480,31,90369,2251,0.25
2025-01-28,Mañana,M-05,480,0,79632,1917,0.35
2025-01-28,Tarde,M-05,480,88,59806,995,0.35
2025-01-28,Noche,M-05,480,0,66716,2538,0.35
2025-01-29,Mañana,M-01,480,24,79667,1346,0.3
2025-01-29,Tarde,M-01,480,85,71155,2173,0.3
2025-01-29,Noche,M-01,480,0,83779,3266,0.3
2025-01-29,Mañana,M-02,480,25,85351,1755,0.3
2025-01-29,Tarde,M-02,480,0,85259,1323,0.3
2025-01-29,Noche,M-02,480,28,80125,2407,0.3
2025-01-29,Mañana,M-03,480,74,46072,1159,0.45
2025-01-29,Tarde,M-03,480,52,53254,1990,0.45
2025-01-29,Noche,M-03,480,93,40446,1280,0.45
2025-01-29,Mañana,M-04,480,79,91194,2755,0.25
2025-01-29,Tarde,M-04,480,120,72734,1146,0.25
2025-01-29,Noche,M-04,480,13,97482,1205,0.25
2025-01-29,Mañana,M-05,480,64,66211,2366,0.35
2025-01-29,Tarde,M-05,480,98,54420,559,0.35
2025-01-29,Noche,M-05,480,0,68888,1585,0.35
2025-01-30,Mañana,M-01,480,41,77050,2853,0.3
2025-01-30,Tarde,M-01,480,27,75190,919,0.3
2025-01-30,Noche,M-01,480,173,48120,780,0.3
2025-01-30,Mañana,M-02,480,0,91054,3152,0.3
2025-01-30,Tarde,M-02,480,195,49197,1607,0.3
2025-01-30,Noche,M-02,480,0,85548,2714,0.3
2025-01-30,Mañana,M-03,480,6,54460,923,0.45
2025-01-30,Tarde,M-03,480,0,57276,1627,0.45
2025-01-30,Noche,M-03,480,20,48163,876,0.45
2025-01-30,Mañana,M-04,480,140,70199,2004,0.25
2025-01-30,Tarde,M-04,480,78,87540,2540,0.25
2025-01-30,Noche,M-04,480,77,80383,2639,0.25
2025-01-30,Mañana,M-05,480,0,70804,1623,0.35
2025-01-30,Tarde,M-05,480,23,64833,1336,0.35
2025-01-30,Noche,M-05,480,0,69780,1376,0.35
2025-01-31,Mañana,M-01,480,0,84962,1838,0.3
2025-01-31,Tarde,M-01,480,0,89221,3315,0.3
2025-01-31,Noche,M-01,480,93,62820,903,0.3
2025-01-31,Mañana,M-02,480,0,84779,1610,0.3
2025-01-31,Tarde,M-02,480,68,73634,1168,0.3
2025-01-31,Noche,M-02,480,0,78300,3011,0.3
2025-01-31,Mañana,M-03,480,31,54049,1238,0.45
2025-01-31,Tarde,M-03,480,104,44854,1384,0.45
2025-01-31,Noche,M-03,480,65,49188,921,0.45
2025-01-31,Mañana,M-04,480,38,100122,1980,0.25
2025-01-31,Tarde,M-04,480,0,105520,2210,0.25
2025-01-31,Noche,M-04,480,243,50401,821,0.25
2025-01-31,Mañana,M-05,480,25,72599,1029,0.35
2025-01-31,Tarde,M-05,480,0,70264,1027,0.35
2025-01-31,Noche,M-05,480,34,68151,1661,0.35
2025-02-01,Mañana,M-01,480,42,78857,875,0.3
2025-02-01,Tarde,M-01,480,105,67578,1395,0.3
2025-02-01,Noche,M-01,480,66,73587,1467,0.3
2025-02-01,Mañana,M-02,480,107,70095,1874,0.3
2025-02-01,Tarde,M-02,480,62,72734,2412,0.3
